"id","trial","trial_index","abstract","treatment","treatment_string","title","abstract_text","stimulus","decision1_read_resp","decision1_read_rt","decision1_cite_resp","decision1_cite_rt","for_read_resp","for_read_resp_factor","for_read_rt","for_cite_resp","for_cite_resp_factor","for_cite_rt","decision2_read_resp","decision2_read_rt","decision2_cite_resp","decision2_cite_rt","rethink_resp","rethink_rt","read1_rt","read2_rt"
5,7,59,2,1,"hypothesis-consistent","Laxative abuse in Bulimia nervosa and Prolonged Inpatient Stay","Laxative abuse (LA) in patients with bulimia nervosa (BN) is associated with greater suicidality and self-harm as compared to self-induced vomiting (SIV). Due to these unfavorable associations with LA, we assumed that patients who mainly use LA for compensatory purging would also remain in inpatient treatment for longer than BN patients who mainly use SIV. We interviewed 154 patients with BN about their compensatory behaviors following admission to an inpatient clinic for eating disorders. Of these, 102 individuals reported predominantly using SIV while 52 reported predominantly using LA. Compared to patients mainly using SIV (M = 10.5, SD = 4.1), patients primarily using LA stayed in inpatient care for longer (M = 14.3, SD = 3.1). Consistent with other findings on unfavorable associations with LA, we conclude that LA in patients with BN is also associated with prolonged inpatient stays.","text/2a.html_decision1_read",62,4734,60,2646,4,5,2400,4,5,1936,58,2087,59,2592,0,1065,39332,NA
5,8,68,7,0,"hypothesis-inconsistent","Systemic Psychotherapy in OCD","The involvement of caregivers (parents and partners) in systemic psychotherapy (SPT) has gained attention in the mental health literature. Most of the evidence on beneficial treatment effects of systemic involvement comes from studies on affective disorders, while evidence regarding obsessive-compulsive disorder (OCD) is lacking. In this randomized controlled study, we hypothesized that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD A total of 147 participants were randomized either to SPT (n = 49), psychodynamic therapy (n = 49), or a wait list condition (n = 49). Symptom burden of OCD was assessed twice at 6-month intervals using the Yale-Brown Obsessive-Compulsive Scale (Y-BOCS). Participants in both the psychodynamic and the SPT condition showed decreases in their symptom burden scores over time. However, using an equivalency test, at 6-month follow-up, symptom burden was lower in the psychodynamic group than in the SPT group. Symptom burden scores for the wait list condition remained unchanged. The findings suggest that SPT is less efficacious than psychodynamic therapy in terms of improving symptom burden in OCD.","text/7b.html_decision1_read",70,3656,70,2764,4,5,2434,4,5,1970,70,2073,70,3142,0,1055,166596,NA
5,9,77,10,1,"hypothesis-consistent","Schema therapy & Openness in Borderline PD","Schema therapy (ST) is known to be an efficacious treatment with medium to large effect sizes in young adults diagnosed with borderline personality disorder (BPD). Nevertheless, patients’ treatment outcomes vary strongly in ST. It remains unclear which factors drive this variability in treatment efficacy. We hypothesized that openness to experience might positively moderate the effectiveness of ST, with individuals with higher levels of openness experiencing more pronounced reductions in symptom burden. 125 participants aged between 18 and 29 years participated in our quasi-experimental pretest/posttest study. Participants completed self-report measures of BPD symptoms and of attitudes about openness to experience before (t0) and after (t1) attending either a 12-session ST program (n = 62) or a wait list condition (n = 63). Participants in the ST condition showed a pronounced symptom improvement while there was no improvement in the wait list condition. Confirming our hypothesis, improvement over time was positively moderated by openness to experience in the ST group: Individuals who reported higher levels of openness to experience showed more pronounced reductions in BPD symptoms. The results indicate that low openness to experience might represent a risk factor for treatment non-response in young adults undergoing ST for the treatment of BPD.","text/10a.html_decision1_read",59,3100,59,2285,3,4,2374,3,4,2455,54,4113,54,2694,0,1398,118769,NA
5,10,86,11,1,"hypothesis-consistent","Changes in Life Satisfaction after Interpersonal Therapy for Alcohol Abuse Disorder: Teletherapy vs. face-to-face therapy","Interpersonal therapy has become one of the most efficacious treatment options with regard to life satisfaction (LS) for individuals suffering from alcohol abuse disorder (AAD) in the post-acute withdrawal stage. The COVID-19 pandemic has led to an increased need for digital psychotherapy solutions, also in AAD. To date, however, no study has compared the effect of interpersonal therapy on LS in a teletherapy setting versus a face-to-face setting. In a randomized controlled trial, 153 individuals with a previous diagnosis of AAD who had been abstinent for at least six months were randomized to a teletherapy condition or a face-to-face condition. We hypothesized that participants in the two conditions would experience equivalent increases in LS over the course of six months. LS was assessed with the Satisfaction with Life Scale (SWLS) at baseline and six months later. On average, LS increased between the two measurement time points. Furthermore, using equivalency testing, after six months, patients did not show differences in LS scores between the face-to-face and the teletherapy condition, confirming our hypothesis. The results suggest that patients with AAD benefit equally from traditional interpersonal therapy in a face-to-face setting and in an interpersonal teletherapy setting.","text/11a.html_decision1_read",64,2537,64,2342,4,5,3085,4,5,2016,60,3550,59,2398,0,1338,128894,NA
5,11,95,16,1,"hypothesis-consistent","Subclinical Social anxiety and Group Therapy Outcomes","Randomized controlled trials have documented the efficacy of transdiagnostic cognitive behavioral group therapy (TCB-GT). However, little is known about the role of subclinical social anxiety in TCB-GT, which is associated with worse outcomes in other group therapy settings. We hypothesized that individuals with higher social anxiety would experience less pronounced improvements during group therapy. In this multi-center study, 181 patients with panic disorder, obsessive-compulsive disorder, bipolar disorder, generalized anxiety disorder, or posttraumatic stress disorder took part in 20 weekly sessions of TCB-GT. The exclusion criterion was fulfillment of all diagnostic criteria for social anxiety disorder. All participants completed the Liebowitz Social Anxiety Scale (LSAS) at pre-treatment baseline and diagnosis-specific symptom measures at baseline, 10-week follow-up and 20-week follow-up. Strong symptom improvements were observed at both follow-ups, with the exception of the bipolar disorder subgroup at the first follow-up. Consistent with our expectation, individuals with higher social anxiety experienced less pronounced improvements during group therapy. The results demonstrate that individuals with high subclinical social anxiety are at particular risk of treatment non-response in TCB-GT.","text/16a.html_decision1_read",60,4171,60,2428,4,5,2155,4,5,2234,59,2483,60,2278,0,1397,165134,NA
5,12,104,15,0,"hypothesis-inconsistent","Metacognitive Training and Acceptance and Commitment Therapy in GAD","The purpose of this study was to examine symptom change in a randomized controlled trial of metacognitive training (MT) and acceptance and commitment therapy (ACT) for generalized anxiety disorder (GAD). Based on recent meta-analytic findings on GAD, we expected to observe greater symptom reductions in the MT group compared to the ACT group. N = 164 individuals with GAD were randomly assigned to MT (n = 80) or ACT (n = 84). The Generalized Anxiety Disorder Scale-7 (GAD-7) was used to measure anxiety symptoms at baseline and at 6-, 12-, and 18-month follow-up. Eighty-nine (54%) individuals experienced improvement gains and 39 (24%) experienced a deterioration of anxiety. Contrary to our hypothesis, patients in the ACT group experienced stronger improvements than those in the MT group. Rates of symptom change were highest between baseline and first follow-up. Neither individuals in the MT group nor those in the ACT group showed a pronounced further symptom reduction between 12- and 18-month follow-up. The results highlight the beneficial effect of both MT and ACT in the treatment of GAD, but also suggest that ACT might lead to more pronounced symptom improvement.","text/15b.html_decision1_read",66,3111,66,2201,4,5,2417,4,5,2327,65,2498,65,2377,0,1053,175788,NA
5,13,113,8,1,"hypothesis-consistent","Extraversion and Group-Based Approaches in GAD","Individual psychodynamic therapy is consistently found to be more efficacious than group-based psychodynamic therapy in patients with generalized anxiety disorder (GAD). However, in other anxiety disorders, group-based approaches are known to be more effective. Studies on personality risk factors in GAD found that the disorder is strongly associated with low extraversion. Thus, the present study investigated whether the efficacy of group-based psychodynamic therapy is moderated by extraversion. We hypothesized that individuals with low extraversion might benefit less from the advantageous effects of group-based psychodynamic therapy than those with higher extraversion. A total of 134 individuals diagnosed with GAD according to the DSM-5 criteria took part in our randomized controlled trial. Participants were allocated to group-based psychodynamic therapy, individual psychodynamic therapy, or a wait list control group. The Generalized Anxiety Disorder Scale-7 (GAD-7) and the Big Five Inventory (BFI-10) were completed at baseline and 9-month follow-up. GAD-7 scores decreased from baseline to follow-up in the group-based and in the individual condition, while the wait-list group showed no change. As hypothesized, symptom reduction was moderated by extraversion only in the group-based setting: Individuals reporting lower extraversion tended to show smaller increases compared to more extroverted individuals. The findings suggest that patients with low extraversion benefit less from group-based psychodynamic therapy.","text/8a.html_decision1_read",61,2188,61,3334,3,4,3887,3,4,1752,55,2831,54,3020,0,1382,131602,NA
5,14,122,14,0,"hypothesis-inconsistent","Therapist and Patient Agreeableness in Histrionic PD","Several studies have documented that therapeutic relationships play a key role in psychotherapy outcomes in patients with histrionic personality disorder (HPD). However, many studies in this field have investigated the working alliance between therapist and patient but neglected to examine the influence of personality variables – especially therapist variables – on this alliance. In the present study, we examined whether individuals with HPD experience greater symptom improvements in the case of higher levels of agreeableness in both themselves and in their therapist. In 152 patients with HPD, symptom severity was assessed at baseline and after nine months of treatment using the Brief Histrionic Personality Scale. Therapists (N = 42) and patients completed the Big Five Inventory only once, prior to the initiation of treatment. Using multi-level-modelling, we examined whether measurement time point (level 1) would be nested within patients (level 2), who would in turn be nested within therapists (level 3). Contrary to expectation, individuals with HPD demonstrated greater symptom improvement when both patient and therapist showed lower scores on agreeableness. The results suggest that agreeableness in both the patient and the therapist negatively influences psychotherapy outcomes in HPD.","text/14b.html_decision1_read",61,2449,60,2378,4,5,2163,3,4,3137,57,3397,56,2375,0,1035,72035,NA
5,15,131,6,1,"hypothesis-consistent","Telepsychotherapy in Social Anxiety Disorder","Social anxiety disorder (SAD) affects approximately 2% of adults worldwide, most commonly during adolescence. Despite skepticism from many practitioners, telepsychotherapy (TPT) represents an efficacious alternative to regular face-to-face psychotherapy (FTF-PT) for various mental disorders. Unfortunately, many studies examining TPT excluded patients with SAD due to their often-found deficits in adapting to new forms of social situations. However, since telepsychotherapy represents a less intense social exposure for individuals with SAD, we assumed that the favorable effects of exposure would be less intense in TPT compared to FTF-PT for patients with SAD. In an experimental design, we gathered 12-month follow-up data for 164 individuals diagnosed with SAD. Participants were randomized either to regular cognitive behavioral psychotherapy (n = 83) or to telepsychotherapy (n = 81). SAD symptom severity was evaluated using the Liebowitz Social Anxiety Scale. Confirming our hypothesis, symptom severity declined in both conditions over time, but the effect was stronger in the FTF-PT condition. These results suggest that individuals with SAD benefit more from FTF-PT compared to TPT. A possible mechanism for this might be that FTF-PT itself represents a more intense social exposure compared to TPT.","text/6a.html_decision1_read",60,3470,59,2607,4,5,2562,4,5,2939,59,2554,58,2680,0,1093,128973,NA
5,16,140,1,0,"hypothesis-inconsistent","Delayed Diagnosis of Antisocial PD in Rural Areas","Due to the lack of mental health professionals in many rural areas in the US, residence in a rural area is associated with a delayed diagnosis of mental health conditions. Surprisingly, recent studies did not find this association for individuals with personality disorders. However, given that individuals with antisocial personality disorder (APD) are especially unlikely to seek help, we predicted that those living in rural areas would receive a delayed diagnosis. We conducted a survey study with 183 individuals suffering from APD (N = 64 rural, N = 58 suburban, N = 61 urban areas). Residents of rural areas were not older at the time of diagnosis (M = 28.4 years, SD = 5.3) compared to residents of suburban areas (M = 28.1, SD = 4.6) and urban areas (M = 28.5, SD = 4.9), indicating that diagnosis for individuals with APD is not delayed in rural areas in the US.","text/1b.html_decision1_read",63,2531,63,2813,4,5,2935,4,5,2188,60,2106,60,1725,0,2218,76327,NA
6,1,5,11,0,"hypothesis-inconsistent","Changes in Life Satisfaction after Interpersonal Therapy for Alcohol Abuse Disorder: Teletherapy vs. face-to-face therapy","Interpersonal therapy has become one of the most efficacious treatment options with regard to life satisfaction (LS) for individuals suffering from alcohol abuse disorder (AAD) in the post-acute withdrawal stage. The COVID-19 pandemic has led to an increased need for digital psychotherapy solutions, also in AAD. To date, however, no study has compared the effect of interpersonal therapy on LS in a teletherapy setting versus a face-to-face setting. In a randomized controlled trial, 153 individuals with a previous diagnosis of AAD who had been abstinent for at least six months were randomized to a teletherapy condition or a face-to-face condition. We hypothesized  that participants in the two conditions would experience equivalent increases in LS over the course of six months. LS was assessed with the Satisfaction with Life Scale (SWLS) at baseline and six months later. On average, LS increased between the two measurement time points. Furthermore, using equivalency testing, after six months, patients in the face-to-face condition showed larger increases in LS scores compared to patients in the teletherapy condition. The results suggest that patients with AAD benefit more from traditional interpersonal therapy in a face-to-face setting compared to an interpersonal teletherapy setting.","text/11b.html_decision1_read",39,24663,29,7878,3,4,11022,2,3,2836,60,14908,31,11583,1,18698,48206,28416
6,2,15,15,1,"hypothesis-consistent","Metacognitive Training and Acceptance and Commitment Therapy in GAD","The purpose of this study was to examine symptom change in a randomized controlled trial of metacognitive training (MT) and acceptance and commitment therapy (ACT) for generalized anxiety disorder (GAD). Based on recent meta-analytic findings on GAD, we expected to observe greater symptom reductions in the MT group compared to the ACT group. N = 164 individuals with GAD were randomly assigned to MT (n = 80) or ACT (n = 84). The Generalized Anxiety Disorder Scale-7 (GAD-7) was used to measure anxiety symptoms at baseline and at 6-, 12-, and 18-month follow-up. Eighty-nine (54%) individuals experienced improvement gains and 39 (24%) experienced a deterioration of anxiety. In line with our hypothesis, patients in the MT group experienced stronger improvements than those in the ACT group. Rates of symptom change were highest between baseline and first follow-up. Neither individuals in the MT group nor those in the ACT group showed a pronounced further symptom reduction between 12- and 18-month follow-up. The results highlight the beneficial effect of both MT and ACT in the treatment of GAD, but also suggest that MT might lead to more pronounced symptom improvement.","text/15a.html_decision1_read",63,5588,36,9670,5,6,3918,2,3,2708,67,6652,29,3922,0,11688,58456,NA
6,3,24,14,1,"hypothesis-consistent","Therapist and Patient Agreeableness in Histrionic PD","Several studies have documented that therapeutic relationships play a key role in psychotherapy outcomes in patients with histrionic personality disorder (HPD). However, many studies in this field have investigated the working alliance between therapist and patient but neglected to examine the influence of personality variables – especially therapist variables – on this alliance. In the present study, we examined whether individuals with HPD experience greater symptom improvements in the case of higher levels of agreeableness in both themselves and in their therapist. In 152 patients with HPD, symptom severity was assessed at baseline and after nine months of treatment using the Brief Histrionic Personality Scale. Therapists (N = 42) and patients completed the Big Five Inventory only once, prior to the initiation of treatment. Using multi-level-modelling, we examined whether measurement time point (level 1) would be nested within patients (level 2), who would in turn be nested within therapists (level 3). As expected, individuals with HPD demonstrated a greater symptom improvement when both patient and therapist showed higher scores on agreeableness. The results suggest that agreeableness in both the patient and the therapist positively influences psychotherapy outcomes in HPD.","text/14a.html_decision1_read",26,2860,3,3509,5,6,3641,5,6,1926,26,5645,6,4231,1,3969,51400,21110
6,4,34,16,0,"hypothesis-inconsistent","Subclinical Social anxiety and Group Therapy Outcomes","Randomized controlled trials have documented the efficacy of transdiagnostic cognitive behavioral group therapy (TCB-GT). However, little is known about the role of subclinical social anxiety in TCB-GT, which is associated with worse outcomes in other group therapy settings. We hypothesized that individuals with higher social anxiety would experience less pronounced improvements during group therapy. In this multi-center study, 181 patients with panic disorder, obsessive-compulsive disorder, bipolar disorder, generalized anxiety disorder, or posttraumatic stress disorder took part in 20 weekly sessions of TCB-GT. The exclusion criterion was fulfillment of all diagnostic criteria for social anxiety disorder. All participants completed the Liebowitz Social Anxiety Scale (LSAS) at pre-treatment baseline and diagnosis-specific symptom measures at baseline, 10-week follow-up and 20-week follow-up. Strong symptom improvements were observed at both follow-ups, with the exception of the bipolar disorder subgroup at the first follow-up. Inconsistent with our expectation, individuals with lower social anxiety experienced less pronounced improvements during group therapy. The results demonstrate that individuals with high subclinical social anxiety benefit more from TCB-GT compared to individuals with low social anxiety.","text/16b.html_decision1_read",44,9906,29,3468,4,5,2937,4,5,4035,59,4007,35,3350,1,4735,63813,13497
6,5,44,7,1,"hypothesis-consistent","Systemic Psychotherapy in OCD","The involvement of caregivers (parents and partners) in systemic psychotherapy (SPT) has gained attention in the mental health literature. Most of the evidence on beneficial treatment effects of systemic involvement comes from studies on affective disorders, while evidence regarding obsessive-compulsive disorder (OCD) is lacking. In this randomized controlled study, we hypothesized that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD.  A total of 147 participants were randomized either to SPT (n = 49), psychodynamic therapy (n = 49), or a wait list condition (n = 49). Symptom burden of OCD was assessed twice at 6-month intervals using the Yale-Brown Obsessive-Compulsive Scale (Y-BOCS). Participants in both the psychodynamic and the SPT condition showed decreases in their symptom burden scores over time. As predicted, using an equivalency test, at 6-month follow-up, there were no differences between the two groups regarding symptom burden. Symptom burden scores for the wait list condition remained unchanged. The findings suggest that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD.","text/7a.html_decision1_read",15,2143,0,2725,6,7,3571,6,7,1227,10,3896,0,2239,0,1609,41912,NA
6,6,53,1,1,"hypothesis-consistent","Delayed Diagnosis of Antisocial PD in Rural Areas","Due to the lack of mental health professionals in many rural areas in the US, residence in a rural area is associated with a delayed diagnosis of mental health conditions. Surprisingly, recent studies did not find this association for individuals with personality disorders. However, given that individuals with antisocial personality disorder (APD) are especially unlikely to seek help, we predicted that those living in rural areas would receive a delayed diagnosis. We conducted a survey study with 183 individuals suffering from APD (N = 64 rural, N = 58 suburban, N = 61 urban areas). Residents of rural areas were older at the time of diagnosis (M = 31.2 years, SD = 5.3) compared to residents of suburban areas (M = 28.1, SD = 5.1) and urban areas (M = 28.5, SD = 4.9), indicating that diagnosis for individuals with APD might be delayed in rural areas in the US.","text/1a.html_decision1_read",82,3176,58,3383,5,6,2341,4,5,3201,79,6998,50,5361,0,1331,35587,NA
6,7,62,2,0,"hypothesis-inconsistent","Laxative abuse in Bulimia nervosa and Prolonged Inpatient Stay","Laxative abuse (LA) in patients with bulimia nervosa (BN) is associated with greater suicidality and self-harm as compared to self-induced vomiting (SIV). Due to these unfavorable associations with LA, we assumed that patients who mainly use LA for compensatory purging would also remain in inpatient treatment for longer than BN patients who mainly use SIV. We interviewed 154 patients with BN about their compensatory behaviors following admission to an inpatient clinic for eating disorders. Of these, 102 individuals reported predominantly using SIV while 52 reported predominantly using LA. Compared to patients mainly using SIV (M = 10.5, SD = 4.1), patients primarily using LA did not stay in inpatient care for longer (M = 9.8, SD = 4.6). While there are several unfavorable associations with LA, we conclude that LA in patients with BN is not associated with prolonged inpatient stays.","text/2b.html_decision1_read",91,2223,64,2679,6,7,6355,4,5,1762,92,4518,57,6023,1,1729,36737,15203
6,8,72,9,1,"hypothesis-consistent","Hindsight Bias in MDD and GAD","Hindsight bias in major depressive disorder (MDD) has attracted considerable attention in the mental health literature. MDD and generalized anxiety disorder (GAD) share common associations with several cognitive biases such as the fundamental attribution error and the end-of-history illusion. To our knowledge, no empirical research has compared hindsight bias in MDD and GAD. Based on the current literature, we hypothesized that hindsight bias would be as pronounced in MDD as in GAD. To investigate this, we conducted a quasi-experimental study with 169 participants (84 MDD/ 85 GAD). Hindsight bias was operationalized using both the memory and the hypothetical design. As hypothesized, hindsight bias in both the memory and the hypothetical design was as pronounced in MDD patients as in GAD patients. The results indicate that patients with MDD and GAD show equal levels of hindsight bias.","text/9a.html_decision1_read",80,2176,34,2829,5,6,2554,3,4,3522,89,2163,45,2671,1,1405,39453,14589
6,9,82,4,0,"hypothesis-inconsistent","Gender & Mindful-Based Cognitive Therapy","Mindfulness-based cognitive therapy (MBCT) has proven to be efficacious for stress reduction and has become increasingly popular over recent years, especially in female patients. However, little research has explored whether its effectiveness is moderated by gender. The current study therefore investigated whether female participants benefit more from MBCT compared to male participants. Seventy-six females and 69 males completed an MBCT program consisting of eight sessions delivered weekly. Stress symptoms were assessed using the Perceived Stress Scale (PSS) at three measurement time points: 1 week before the intervention, 1 week after the intervention and 7 weeks after the intervention. Pre-intervention stress levels were comparable between the two groups. Males reported lower levels of perceived stress after the intervention than did females. No other main effects or interactions emerged across any of the outcome variables. Contrary to our hypothesis, these findings indicate that males may benefit more from MBCT than females.","text/4b.html_decision1_read",71,4222,43,4272,5,6,4267,4,5,7487,73,3222,45,2589,1,1491,51746,12090
6,10,92,10,0,"hypothesis-inconsistent","Schema therapy & Openness in Borderline PD","Schema therapy (ST) is known to be an efficacious treatment with medium to large effect sizes in young adults diagnosed with borderline personality disorder (BPD). Nevertheless, patients’ treatment outcomes vary strongly in ST. It remains unclear which factors drive this variability in treatment efficacy. We hypothesized that openness to experience might positively moderate the effectiveness of ST, with individuals with higher levels of openness experiencing more pronounced reductions in symptom burden. 125 participants aged between 18 and 29 years participated in our quasi-experimental pretest/posttest study. Participants completed self-report measures of BPD symptoms and of attitudes about openness to experience before (t0) and after (t1) attending either a 12-session ST program (n = 62) or a wait list condition (n = 63). Participants in the ST condition showed a pronounced symptom improvement while there was no improvement in the wait list condition. Contrary to our hypothesis, improvement over time was negatively moderated by openness to experience in the ST group: Individuals who reported lower levels of openness to experience showed more pronounced reductions in BPD symptoms. The results indicate that high openness to experience might represent a risk factor for treatment non-response in young adults undergoing ST for the treatment of BPD.","text/10b.html_decision1_read",91,2770,57,4076,5,6,2388,2,3,1296,87,3309,56,1983,1,1282,96249,26923
6,11,102,13,1,"hypothesis-consistent","Systemic Therapy & Metacognitive Therapy in Bipolar I disorder","Recent studies suggest that systemic therapy (ST) provides beneficial effects in terms of reducing symptoms and recurrence rates in mood disorders, which exceed the effects of other therapies such as metacognitive therapy (MT). However, to date, no study has compared the effectiveness of ST and MT in patients with bipolar I disorder (BID). To fill this gap, in a randomized controlled trial, we compared the effectiveness of MT and ST regarding symptom reduction in 163 patients with BID. We hypothesized that symptom reduction would be more pronounced in the ST group than in the MT group. Participants completed symptom severity measures at baseline and at 6-month follow-up. While symptoms decreased in both conditions, the ST group showed a stronger symptom reduction than the MT group. The results provide evidence that ST represents an efficacious treatment option for BID, which is superior to MT.","text/13a.html_decision1_read",60,1979,21,1268,4,5,1968,4,5,1740,60,2526,36,2517,1,1505,87208,11477
6,12,112,12,1,"hypothesis-consistent","Primary Agoraphobia and Agoraphobia with Fearful Spells","A third of all patients with agoraphobia have primary agoraphobia (PA) without a history of panic disorder (PD), panic attacks, or fearful spells. Individuals with agoraphobia with fearful spells (AwFS) share several functional and structural brain characteristics with individuals with PD, which are not found in individuals with PA. These similarities include reduced cortical thickness in prefrontal brain regions associated with extinction learning. In a randomized controlled trial, we investigated whether individuals with PA show a greater symptom reduction after cognitive behavior therapy (CBT) compared to individuals with AwFS, who might have more difficulties in extinction learning during treatment. Eighty-three participants with AwFs and 94 with PA were randomly assigned to either a 12-week CBT condition (n=91) or a waiting list condition (n=86). Symptom severity was prospectively followed up after 12 weeks using the Panic and Agoraphobia Scale (PAS). Repeated measures ANOVA models were estimated. The interaction effect of treatment x diagnosis x time predicted symptom reduction. Post hoc analyses of this interaction effect revealed that in line with our hypothesis, individuals with PA who underwent CBT experienced the strongest symptom reductions over time. This study provides evidence that PA might be associated with increased responsiveness to CBT compared to AwFS.","text/12a.html_decision1_read",88,1966,55,2215,5,6,2473,4,5,1418,86,5525,68,3118,1,1270,74635,11222
6,13,122,6,1,"hypothesis-consistent","Telepsychotherapy in Social Anxiety Disorder","Social anxiety disorder (SAD) affects approximately 2% of adults worldwide, most commonly during adolescence. Despite skepticism from many practitioners, telepsychotherapy (TPT) represents an efficacious alternative to regular face-to-face psychotherapy (FTF-PT) for various mental disorders. Unfortunately, many studies examining TPT excluded patients with SAD due to their often-found deficits in adapting to new forms of social situations. However, since telepsychotherapy represents a less intense social exposure for individuals with SAD, we assumed that the favorable effects of exposure would be less intense in TPT compared to FTF-PT for patients with SAD. In an experimental design, we gathered 12-month follow-up data for 164 individuals diagnosed with SAD. Participants were randomized either to regular cognitive behavioral psychotherapy (n = 83) or to telepsychotherapy (n = 81). SAD symptom severity was evaluated using the Liebowitz Social Anxiety Scale. Confirming our hypothesis, symptom severity declined in both conditions over time, but the effect was stronger in the FTF-PT condition. These results suggest that individuals with SAD benefit more from FTF-PT compared to TPT. A possible mechanism for this might be that FTF-PT itself represents a more intense social exposure compared to TPT.","text/6a.html_decision1_read",87,1727,69,3847,5,6,2218,5,6,1537,90,2923,70,2765,1,1077,41331,6963
6,14,132,8,0,"hypothesis-inconsistent","Extraversion and Group-Based Approaches in GAD","Individual psychodynamic therapy is consistently found to be more efficacious than group-based psychodynamic therapy in patients with generalized anxiety disorder (GAD). However, in other anxiety disorders, group-based approaches are known to be more effective. Studies on personality risk factors in GAD found that the disorder is strongly associated with low extraversion. Thus, the present study investigated whether the efficacy of group-based psychodynamic therapy is moderated by extraversion. We hypothesized that individuals with low extraversion might benefit less from the advantageous effects of group-based psychodynamic therapy than those with higher extraversion. A total of 134 individuals diagnosed with GAD according to the DSM-5 criteria took part in our randomized controlled trial. Participants were allocated to group-based psychodynamic therapy, individual psychodynamic therapy, or a wait list control group. The Generalized Anxiety Disorder Scale-7 (GAD-7) and the Big Five Inventory (BFI-10) were completed at baseline and 9-month follow-up. GAD-7 scores decreased from baseline to follow-up in the group-based and in the individual condition, while the wait-list group showed no change. Contrary to our hypothesis, symptom reduction was moderated by extraversion only in the individual psychodynamic therapy setting: Individuals reporting lower extraversion tended to show smaller increases compared to more extroverted individuals. The findings suggest that patients with low extraversion benefit less from individual psychodynamic therapy.","text/8b.html_decision1_read",82,2623,41,2726,5,6,2812,4,5,2070,81,2015,29,2438,1,1087,87782,2340
6,15,142,5,0,"hypothesis-inconsistent","Pre-Treatment Symptom Severity in Psychodynamic Therapy for PTSD","To date, there is a lack of knowledge whether psychotherapeutic interventions work equally well in PTSD patients regardless of initial symptom severity. In a randomized controlled trial, we therefore investigated whether treatments would reduce PTSD symptoms differently depending on patients' baseline symptom burden. We postulated that high initial symptom burden would be associated with smaller symptom improvement. A total of 153 PTSD patients were assigned either to six months of psychodynamic therapy (n = 73) or a waiting list control group (n = 80). Symptom severity was measured 1 week before the first therapy session and 1, 3, and 6 months later. Longitudinal multi-level models were fitted. Symptom severity decreased over time only in the treatment group. However, high initial symptom severity predicted greater changes in symptom severity. Contrary to our hypothesis, our results indicate that patients with high pre-treatment symptom severity benefit more from therapy, whereas those with low initial severity benefit less.","text/5b.html_decision1_read",87,2452,60,2336,5,6,2339,5,6,1409,77,1693,57,3694,1,2045,34298,4534
6,16,152,3,0,"hypothesis-inconsistent","Trauma-Focused Cognitive Behavior Therapy in Borderline Personality Disorder","Borderline personality disorder (BPD) is a severe mental illness associated with poor quality of life (QoL). As trauma exposure may be involved in the development of BPD, trauma-focused cognitive behavioral therapy (TF-CBT) might be a beneficial treatment option for patients with the disorder. To examine whether TF-CBT leads to greater increases in QoL compared to standard care in patients with BPD, we conducted a randomized controlled trial comparing standard cognitive behavioral therapy (CBT) alone with TF-CBT. Eighty-nine adult outpatients diagnosed with borderline personality disorder according to the DSM-5 criteria received either CBT (n = 46) or TF-CBT (n = 43). Patients completed self-report measures before randomization and again two months later. Compared with CBT participants, those who underwent TF-CBT experienced smaller improvements in several domains of QoL, including general functioning, physical health, psychological distress, interpersonal problems, and overall QoL. Contrary to our hypothesis, our results suggest that TF-CBT is less beneficial than the standard-care CBT option in terms of improving QoL in individuals with borderline personality disorder.","text/3b.html_decision1_read",76,2780,42,4270,5,6,3144,3,4,2132,87,1975,56,3149,1,892,46741,10256
7,1,5,3,1,"hypothesis-consistent","Trauma-Focused Cognitive Behavior Therapy in Borderline Personality Disorder","Borderline personality disorder (BPD) is a severe mental illness associated with poor quality of life (QoL). As trauma exposure may be involved in the development of BPD, trauma-focused cognitive behavioral therapy (TF-CBT) might be a beneficial treatment option for patients with the disorder. To examine whether TF-CBT leads to greater increases in QoL compared to standard care in patients with BPD, we conducted a randomized controlled trial comparing standard cognitive behavioral therapy (CBT) alone with TF-CBT. Eighty-nine adult outpatients diagnosed with borderline personality disorder according to the DSM-5 criteria received either CBT (n = 46) or TF-CBT (n = 43). Patients completed self-report measures before randomization and again two months later. Compared with CBT participants, those who underwent TF-CBT experienced greater improvements in several domains of QoL, including general functioning, physical health, psychological distress, interpersonal problems, and overall QoL. Our results suggest that, confirming our initial hypothesis, TF-CBT represents a promising treatment option in terms of improving QoL in individuals with borderline personality disorder exceeding standard care.","text/3a.html_decision1_read",80,6095,62,5687,5,6,10575,5,6,3367,78,4750,67,3119,1,28166,22424,46452
