"id","trial","trial_index","abstract","treatment","treatment_string","title","abstract_text","stimulus","decision1_resp","decision1_rt","for_resp","for_resp_factor","for_rt","decision2_resp","decision2_rt","rethink_resp","rethink_rt","read1_rt","read2_rt"
7,4,23,16,0,"non-significant","Contrast Avoidance and Residual Symptoms in Patients with GAD after CBT","The contrast avoidance model assumes that rather than the avoidance of negative affect, the avoidance of strong emotional contrasts is a central component of generalized anxiety disorder (GAD). Several experimental studies have demonstrated evidence to support this theoretical framework, but no study to date has investigated whether higher pre-treatment levels of contrast avoidance predict higher post-treatment residual symptoms following cognitive behavior therapy (CBT), when controlling for baseline symptom severity. In the present study, 128 patients with GAD underwent a 15-week CBT intervention focusing on worry exposure. Both GAD symptom severity and emotional contrast avoidance severity were assessed at baseline and at follow-up. There was no significant association between contrast avoidance at baseline and residual symptoms at follow-up, even when controlling for baseline symptom severity. The findings of this study provide no evidence that contrast avoidance may influence treatment efficacy in GAD.","text/16b.html_decision1",58,2421,3,4,3063,58,8331,0,1001,93849,NA
7,5,29,2,0,"non-significant","Antenatal Depressive Symptoms Predict Postnatal Depersonalization/Derealization Symptoms","Around one fifth of all pregnant women in the US report antenatal depressive symptoms (ADS). A recent study on the mental health of young mothers in Bolivia found that ADS predict not only postnatal depression but also postnatal depersonalization/derealization symptoms (PDDS). The present study investigated whether ADS also predict PDDS in mothers in the US. Therefore, we conducted a prospective survey study with 124 pregnant women in San Diego County, CA, and in Minneapolis, MN. Participants were recruited in week 20 of pregnancy. ADS were measured using the Beck Depression Inventory (BDI). Six months after hospital discharge, participants completed a self-report questionnaire for PDDS using the Dissociative Experiences Scale (DES). 20.1% of the women reported ADS above the cut-off (BDI score ≥ 18) and 7.4% reported having dissociative experiences in the six months after birth (DES score ≥ 20). ADS scores did not significantly predict PDDS, as higher ADS scores did not indicate higher PDDS scores. Further research is necessary to investigate why, contrary to findings in Bolivian mothers, ADS scores showed no correlation with PDDS scores in American mothers.","text/2b.html_decision1",59,2145,3,4,2308,59,2286,0,832,45915,NA
7,6,35,12,1,"significant","Efficacy of Behavioral Activation Depending on Age in Generalized Anxiety Disorder","Generalized anxiety disorder (GAD) is one of the most prevalent mental illnesses worldwide. Behavioral activation (BA), as a third-wave behavioral therapy, is consistently found to be an efficacious treatment option for major depressive disorder (MDD). In addition to its role in treating MDD, BA may be beneficial in terms of alleviating anxiety in GAD. However, little is known about whether BA reduces anxiety across the lifespan, as BA shows a high age-sensitive efficacy in patients with MDD, with younger patients benefiting more from BA compared to older patients. Therefore, the present study analyzed whether age is associated with the efficacy of BA regarding anxiety reduction. The sample comprised 163 individuals with GAD, who participated at two measurement time points (baseline and 6-month follow-up). The mean age was 39.3 years (SD = 9.7) and age was normally distributed. GAD symptom severity was examined using the Generalized Anxiety Disorder Scale-7 (GAD-7). GAD-7 scores were significantly reduced at follow-up. Furthermore, the effect of BA on symptom reduction was significantly associated with age, with younger patients benefiting more from BA than older patients. Our findings suggest that BA is also relevant for GAD. Moreover, comparable to depression, younger people show stronger effects of BA in GAD.","text/12a.html_decision1",69,1949,4,5,1637,71,1800,0,753,34735,NA
7,7,41,10,0,"non-significant","Polygenic Risk Scores and Heart Rate during Exposure in Patients with Agoraphobia","Polygenic risk scores (PRS) describe individual risks for specific diseases based on genetic information from multiple loci. Previous studies suggest that PRS may predict differences in the physiological activation of individuals with agoraphobia. In this study, we examined whether the possibility to predict affected individuals’ heart rate by their PRS depends on the type of exposure trial. We postulated that PRS would predict heart rate within in-vivo as well as in-virtuo trials. Data were analyzed from 132 individuals diagnosed with agoraphobia who underwent either in-vivo (N = 63) or in-virtuo (N = 69) exposure. Contrary to our hypothesis, heart rate was not significantly predicted by PRS in either the in-vivo or the in-virtuo setting. The results of this study suggest that while PRS provide useful diagnostic information for an individual’s risk of agoraphobia, they may not provide useful information for predicting physiological reactions in exposure settings.","text/10b.html_decision1",71,1785,4,5,2124,70,2062,0,777,38891,NA
7,8,47,6,0,"non-significant","Stressful Life Events and Symptom Deterioration in Adult ADHD","This longitudinal study investigated whether stressful life events in young adulthood predict symptom deterioration in attention-deficit/hyperactivity disorder (ADHD). A total of 164 university students diagnosed with ADHD during childhood participated in our prospective study. Participants completed measures on ADHD symptom severity and stressful life events at baseline (t0: age 18-20), 5-year follow-up (t1: age 23-25) and 9-year follow-up (t2: age 27-29). Symptom deterioration was defined as the difference in symptom severity between two measurement time points. Stressful life events at t0 and t1 did not significantly predict symptom deterioration at t1 and t2, respectively. The findings provide longitudinal evidence that stressful life events might not be linked to subsequent symptom deterioration in ADHD during young adulthood.","text/6b.html_decision1",70,1784,4,5,3743,69,2347,0,755,26029,NA
7,9,53,13,0,"non-significant","Deficits in Defensive Reactivity and QoL in Antisocial Personality Disorder","There is growing evidence of deficits in defensive reactivity (indexed by the startle blink reflex) in individuals diagnosed with antisocial personality disorder (ASPD). However, to date, no study has examined the role of defensive reactivity in the quality of life (QoL) of individuals with ASPD. In the current study, we therefore explored whether the startle blink reflex is negatively associated with QoL in 143 individuals diagnosed with ASPD. Defensive reactivity was measured using a fear-potentiated startle reflex test. To assess QoL, participants completed the Short Form (36) Health Survey (SF-36). Startle blink reflex potentiation deficits during aversive picture viewing deficits were common in the sample (62.3%). Blink reflex potentiation was not significantly associated with QoL. In sum, these findings provide no further evidence that deficits in defensive reactivity are linked to poor QoL in ASPD.","text/13b.html_decision1",50,2222,3,4,1294,50,1518,0,786,40001,NA
7,10,59,8,1,"significant","Panic Disorder, Cognitive Bias, and Tinnitus","Individuals with panic disorder have an elevated risk of developing permanent tinnitus compared to healthy adults. Evidence from a large cohort study indicated that cognitive biases might play a role in the emergence of tinnitus. Since cognitive biases are common in individuals with panic disorder, we examined whether cognitive biases in panic disorder predict the emergence of tinnitus. The present prospective cohort study included 123 individuals with panic disorder. At baseline, participants completed measures of cognitive bias and were assessed by a clinician regarding anxiety symptoms and tinnitus. The assessment of anxiety symptoms and tinnitus was repeated at 3-year follow-up. Hazard ratios were estimated and logistic regression analyses were computed. At 3-year follow-up, 12% of participants reported a newly emerged tinnitus. Cognitive biases significantly predicted the emergence of tinnitus. This study suggests that addressing cognitive biases in psychotherapy might yield beneficial preventive effects for tinnitus emergence in patients with panic disorder.","text/8a.html_decision1",59,1944,3,4,1475,50,1320,0,830,33872,NA
7,11,65,14,1,"significant","Heart Rate Variability and Therapy Dropout in Arachnophobia","Exposure therapy is an efficacious treatment in arachnophobia. However, several studies have documented high dropout rates. A recent study found that low high-frequency heart rate variability (HF-HRV), a reliable physiological indicator of parasympathetic activation, predicted dropout from exposure-focused therapy in patients with agoraphobia. Therefore, we investigated whether low pre-treatment HF-HRV predicts therapy dropout in individuals with arachnophobia. A total of 146 patients with arachnophobia underwent a standardized and manualized 12-week treatment focusing on exposure in vivo. Logistic regression models were fitted. Forty-two patients dropped out during treatment. Patients with lower pre-treatment levels of HF-HRV were significantly more likely to drop out from exposure-focused treatment. The findings suggest that in line with individuals with agoraphobia, spider-phobic individuals with low HF-HRV may benefit from treatment options aimed at increasing HF-HRV to avoid high dropout rates.","text/14a.html_decision1",58,10115,3,4,3010,50,2365,0,5216,38340,NA
7,12,71,7,1,"significant","Emotion Recognition Bias and Satisfaction with Intimate Relationships in Bipolar II Disorder","Emotion recognition bias is consistently found in affective disorders. This observational study explored whether emotion recognition bias for ambiguous facial expressions is linked to satisfaction with intimate relationships in individuals diagnosed with bipolar II disorder. A total of 144 patients with bipolar II disorder who reported being in an intimate relationship (married, cohabiting, engaged, or dating) completed the Emotional Bias Task (EBT) and the Relationship Assessment Scale (RAS). EBT scores were significantly and negatively correlated with RAS scores. The results indicate that emotion recognition for ambiguous facial expressions is negatively correlated with self-reported relationship quality in patients with bipolar II disorder.","text/7a.html_decision1",41,4545,2,3,2280,38,1784,0,1115,35931,NA
7,13,77,9,1,"significant","Behavioral Activation and Working Memory Capacity in MDD","Several studies have documented positive effects of behavioral activation therapy (BAT) on stress reduction in persons with major depressive disorder (MDD). Two recent studies reported that the efficacy of BAT in terms of stress reduction was mediated by fluid intelligence. However, a neuroscientific study suggested that this mediation might be attributable to a shared functional area between stress regulation and working memory in the hypothalamus. Therefore, in this paper, we explored whether working memory capacity mediates the efficacy of BAT regarding stress reduction in 145 individuals diagnosed with MDD. At baseline, we assessed working memory capacity using an n-back task (2/3-back) and fluid intelligence using the Culture Fair Intelligence Test (CFIT). Stress was assessed using the Perceived Stress Scale (PSS-10) at baseline and after 14 weekly sessions of BAT. A SEM model was estimated to evaluate mediation. In our SEM model, significant stress reduction after BAT was significantly mediated by working memory capacity but not by fluid intelligence. The findings demonstrate that the efficacy of BAT regarding stress reduction is mediated by working memory capacity but not by other aspects of fluid intelligence, possibly indicating a shared functional area between stress regulation and working memory.","text/9a.html_decision1",71,3104,4,5,1944,71,1576,0,1016,22980,NA
7,14,83,1,0,"non-significant","Efficacy of MBCT for Emotion Regulation in Bulimia Nervosa","Eating disorders are characterized by emotional, behavioral, and physiological dysregulation in relation to food intake and self-identity. Several studies have documented positive effects of mindfulness-based interventions in the treatment of eating disorders, and systematic reviews have indicated emotion regulation as a specific mechanism of mindfulness-based interventions. Hence, we hypothesized that low emotion regulation skills in individuals with bulimia nervosa (BN) might be improved by mindfulness-based cognitive therapy (MBCT). A total of 129 women diagnosed with BN received group MBCT. The Courtauld Emotional Control Scale (CECS) was applied pre- and post-intervention and an ANOVA was conducted. We did not find a significant interaction effect: The data revealed no improvement in emotion regulation over time in patients reporting lower emotion regulation skills at baseline. Emotion regulation improvement might not be a mechanism of mindfulness-based interventions in eating disorders.","text/1b.html_decision1",50,4256,4,5,2987,50,2384,0,1091,26473,NA
7,15,89,5,1,"significant","Gender Differences in Long-Term QoL after CBT for OCD","Cognitive behavior therapy (CBT) is considered the first-line psychotherapeutic treatment for obsessive-compulsive disorder (OCD). In psychotherapeutic treatments of other disorders, it has been shown that women benefit more from CBT than do men in terms of long-term quality of life (QoL). This observational study examined whether women with OCD show a greater benefit from CBT five years after treatment completion. Participants were 84 men and 87 women with a previous diagnosis of OCD who had completed CBT five years earlier. QoL was assessed using the McGill Quality of Life Questionnaire (MQOL). Symptom severity at the end of therapy was assessed using the Yale–Brown Obsessive Compulsive Scale (Y-BOCS). Men reported significantly lower QoL compared to women, and this difference remained significant when QoL scores were adjusted for symptom severity at the end of therapy. Physical QoL showed the most pronounced gender difference. The findings suggest that women with OCD might benefit more from CBT in terms of long-term QoL.","text/5a.html_decision1",39,2083,4,5,2270,37,1488,0,1118,26893,NA
7,16,95,15,0,"non-significant","Therapist and Patient Age Effects on Dropout and Residual Symptoms in Borderline Personality Disorder","Borderline personality disorder (BPD) is associated with high levels of psychological strain. Residual symptoms after treatment and dropout rates are especially high in young adults. Evidence from other personality disorders suggests that in this age group, the therapist’s experience is negatively associated with treatment outcome. Thus, in the present study, we examined whether young adults (18-30 years) with BPD treated by more experienced therapists were more likely (1) to report elevated symptoms at post-treatment and (2) to drop out of therapy. In total, 145 individuals diagnosed with BPD underwent a standardized and manualized 18-week cognitive behavior therapy intervention administered by 53 therapists (therapist experience: M=21.4; SD=7.4). Symptom severity was assessed using the Borderline Symptom List 23 (BSL-23) at baseline and after treatment. Linear and logistic multilevel models were fitted to account for the nested structure of the data. Twenty-one individuals dropped out during therapy. Young adults with BPD treated by more experienced therapists were not significantly more likely to report elevated symptoms at post-treatment or to drop out. The results indicate that young individuals with BPD do not benefit more from therapy with less experienced psychotherapists, either in terms of symptom reduction or treatment dropout.","text/15b.html_decision1",60,1571,4,5,1732,60,1267,0,877,17386,NA
8,1,5,5,0,"non-significant","Gender Differences in Long-Term QoL after CBT for OCD","Cognitive behavior therapy (CBT) is considered the first-line psychotherapeutic treatment for obsessive-compulsive disorder (OCD). In psychotherapeutic treatments of other disorders, it has been shown that women benefit more from CBT than do men in terms of long-term quality of life (QoL). This observational study examined whether women with OCD show a greater benefit from CBT five years after treatment completion. Participants were 84 men and 87 women with a previous diagnosis of OCD who had completed CBT five years earlier. QoL was assessed using the McGill Quality of Life Questionnaire (MQOL). Symptom severity at the end of therapy was assessed using the Yale–Brown Obsessive Compulsive Scale (Y-BOCS). Men did not differ significantly in QoL compared to women, and there was no significant difference when QoL scores were adjusted for symptom severity at the end of therapy. No differences were identified for any facet of QoL. The findings suggest that women with OCD do not benefit more from CBT in terms of long-term QoL.","text/5b.html_decision1",70,23765,1,2,18542,69,33862,1,37405,62676,29906
8,2,12,7,1,"significant","Emotion Recognition Bias and Satisfaction with Intimate Relationships in Bipolar II Disorder","Emotion recognition bias is consistently found in affective disorders. This observational study explored whether emotion recognition bias for ambiguous facial expressions is linked to satisfaction with intimate relationships in individuals diagnosed with bipolar II disorder. A total of 144 patients with bipolar II disorder who reported being in an intimate relationship (married, cohabiting, engaged, or dating) completed the Emotional Bias Task (EBT) and the Relationship Assessment Scale (RAS). EBT scores were significantly and negatively correlated with RAS scores. The results indicate that emotion recognition for ambiguous facial expressions is negatively correlated with self-reported relationship quality in patients with bipolar II disorder.","text/7a.html_decision1",60,8661,4,5,10295,60,10558,0,7726,31114,NA
8,3,18,14,0,"non-significant","Heart Rate Variability and Therapy Dropout in Arachnophobia","Exposure therapy is an efficacious treatment in arachnophobia. However, several studies have documented high dropout rates. A recent study found that low high-frequency heart rate variability (HF-HRV), a reliable physiological indicator of parasympathetic activation, predicted dropout from exposure-focused therapy in patients with agoraphobia. Therefore, we investigated whether low pre-treatment HF-HRV predicts therapy dropout in individuals with arachnophobia. A total of 146 patients with arachnophobia underwent a standardized and manualized 12-week treatment focusing on exposure in vivo. Logistic regression models were fitted. Forty-two patients dropped out during treatment. HF-HRV was not significantly associated with dropout from exposure-focused treatment. The findings suggest that contrary to individuals with agoraphobia, spider-phobic individuals with low HF-HRV may not benefit  from treatment options aimed at increasing HF-HRV to avoid high dropout rates.","text/14b.html_decision1",70,4950,4,5,4215,79,7830,0,2517,76181,NA
8,4,24,11,1,"significant","Socioeconomic Adaptation Theory of Rehabilitation in Schizophrenia","According to the Socioeconomic Adaptation Theory of Rehabilitation (SAToR), individuals with higher socioeconomic status (SES) tend to benefit more from psychiatric rehabilitation than individuals with lower SES. In line with the SAToR, we hypothesized that higher SES is associated with a greater reduction in symptom severity in patients with schizophrenia. We conducted an observational study over the course of a 12-month rehabilitation program, encompassing 146 participants with schizophrenia who were newly admitted to a psychiatric rehabilitation clinic. Symptom severity was measured using the Positive and Negative Syndrome Scale (PANSS). A longitudinal multilevel model was computed to predict rates of change in symptom severity. In line with our hypothesis, symptom change was significantly predicted by SES. This finding suggests that consistent with the SAToR, individuals with higher socioeconomic status (SES) tend to benefit more from rehabilitation of schizophrenia than individuals with lower SES.","text/11a.html_decision1",80,3350,5,6,2918,80,3438,0,1398,38050,NA
8,5,30,1,0,"non-significant","Efficacy of MBCT for Emotion Regulation in Bulimia Nervosa","Eating disorders are characterized by emotional, behavioral, and physiological dysregulation in relation to food intake and self-identity. Several studies have documented positive effects of mindfulness-based interventions in the treatment of eating disorders, and systematic reviews have indicated emotion regulation as a specific mechanism of mindfulness-based interventions. Hence, we hypothesized that low emotion regulation skills in individuals with bulimia nervosa (BN) might be improved by mindfulness-based cognitive therapy (MBCT). A total of 129 women diagnosed with BN received group MBCT. The Courtauld Emotional Control Scale (CECS) was applied pre- and post-intervention and an ANOVA was conducted. We did not find a significant interaction effect: The data revealed no improvement in emotion regulation over time in patients reporting lower emotion regulation skills at baseline. Emotion regulation improvement might not be a mechanism of mindfulness-based interventions in eating disorders.","text/1b.html_decision1",79,4799,5,6,3055,79,6885,0,1526,45218,NA
8,6,36,6,1,"significant","Stressful Life Events and Symptom Deterioration in Adult ADHD","This longitudinal study investigated whether stressful life events in young adulthood predict symptom deterioration in attention-deficit/hyperactivity disorder (ADHD). A total of 164 university students diagnosed with ADHD during childhood participated in our prospective study. Participants completed measures on ADHD symptom severity and stressful life events at baseline (t0: age 18-20), 5-year follow-up (t1: age 23-25), and 9-year follow-up (t2: age 27-29). Symptom deterioration was defined as the difference in symptom severity between two measurement time points. Stressful life events at t0 and t1 significantly predicted symptom deterioration at t1 and t2, respectively. The findings support evidence from a recent qualitative study that stressful life events might be linked to subsequent symptom deterioration in ADHD during young adulthood.","text/6a.html_decision1",80,3415,5,6,3287,80,1950,0,1054,67770,NA
8,7,42,8,0,"non-significant","Panic Disorder, Cognitive Bias, and Tinnitus","Individuals with panic disorder have an elevated risk of developing permanent tinnitus compared to healthy adults. Evidence from a large cohort study indicated that cognitive biases might play a role in the emergence of tinnitus. Since cognitive biases are common in individuals with panic disorder, we examined whether cognitive biases in panic disorder predict the emergence of tinnitus. The present prospective cohort study included 123 individuals with panic disorder. At baseline, participants completed measures of cognitive bias and were assessed by a clinician regarding anxiety symptoms and tinnitus. The assessment of anxiety symptoms and tinnitus was repeated at 3-year follow-up. Hazard ratios were estimated and logistic regression analyses were computed. At 3-year follow-up, 12% of participants reported a newly emerged tinnitus. Cognitive biases did not significantly predict the emergence of tinnitus. This study suggests that addressing cognitive biases in psychotherapy will likely not yield beneficial preventive effects for tinnitus emergence in patients with panic disorder.","text/8b.html_decision1",75,7927,4,5,9415,74,6606,0,1109,52621,NA
8,8,48,13,0,"non-significant","Deficits in Defensive Reactivity and QoL in Antisocial Personality Disorder","There is growing evidence of deficits in defensive reactivity (indexed by the startle blink reflex) in individuals diagnosed with antisocial personality disorder (ASPD). However, to date, no study has examined the role of defensive reactivity in the quality of life (QoL) of individuals with ASPD. In the current study, we therefore explored whether the startle blink reflex is negatively associated with QoL in 143 individuals diagnosed with ASPD. Defensive reactivity was measured using a fear-potentiated startle reflex test. To assess QoL, participants completed the Short Form (36) Health Survey (SF-36). Startle blink reflex potentiation deficits during aversive picture viewing deficits were common in the sample (62.3%). Blink reflex potentiation was not significantly associated with QoL. In sum, these findings provide no further evidence that deficits in defensive reactivity are linked to poor QoL in ASPD.","text/13b.html_decision1",59,5806,1,2,3247,59,3910,0,1414,31439,NA
8,9,54,16,1,"significant","Contrast Avoidance and Residual Symptoms in Patients with GAD after CBT","The contrast avoidance model assumes that rather than the avoidance of negative affect, the avoidance of strong emotional contrasts is a central component of generalized anxiety disorder (GAD). Several experimental studies have demonstrated evidence to support this theoretical framework, but no study to date has investigated whether higher pre-treatment levels of contrast avoidance predict higher post-treatment residual symptoms following cognitive behavior therapy (CBT), when controlling for baseline symptom severity. In the present study, 128 patients with GAD underwent a 15-week CBT intervention focusing on worry exposure. Both GAD symptom severity and emotional contrast avoidance severity were assessed at baseline and at follow-up. Individuals who reported higher contrast avoidance at baseline were significantly more likely to report higher residual symptoms at follow-up, even when controlling for baseline symptom severity. The findings of this study provide evidence for an independent role of contrast avoidance in treatment efficacy in GAD.","text/16a.html_decision1",59,3622,2,3,6591,59,4694,0,1614,18068,NA
8,10,60,3,0,"non-significant","Intolerance of Uncertainty in PTSD","Several studies have found that prolonged exposure therapy effectively reduces post-traumatic stress disorder (PTSD) symptoms. Since intolerance of uncertainty (IU), as a cognitive mechanism, has been consistently found to be relevant for both the emergence and maintenance of PTSD, we hypothesized that reductions in IU would predict subsequent reductions in PTSD symptoms. Therefore, we conducted a prospective survey study that accompanied prolonged exposure therapy in 165 PTSD patients. Participants completed measures of PTSD symptoms and IU at the first therapy session (T0) and six (T1), 12 (T2), and 18 weeks later (T3). Reductions in IU at T1 and T2 did not significantly predict reductions in PTSD symptoms at subsequent measurement points. The findings suggest that cognitive changes in IU might not be related to subsequent symptom reductions in PTSD.","text/3b.html_decision1",70,3502,4,5,3871,70,3094,0,1133,34528,NA
8,11,66,15,0,"non-significant","Therapist and Patient Age Effects on Dropout and Residual Symptoms in Borderline Personality Disorder","Borderline personality disorder (BPD) is associated with high levels of psychological strain. Residual symptoms after treatment and dropout rates are especially high in young adults. Evidence from other personality disorders suggests that in this age group, the therapist’s experience is negatively associated with treatment outcome. Thus, in the present study, we examined whether young adults (18-30 years) with BPD treated by more experienced therapists were more likely (1) to report elevated symptoms at post-treatment and (2) to drop out of therapy. In total, 145 individuals diagnosed with BPD underwent a standardized and manualized 18-week cognitive behavior therapy intervention administered by 53 therapists (therapist experience: M=21.4; SD=7.4). Symptom severity was assessed using the Borderline Symptom List 23 (BSL-23) at baseline and after treatment. Linear and logistic multilevel models were fitted to account for the nested structure of the data. Twenty-one individuals dropped out during therapy. Young adults with BPD treated by more experienced therapists were not significantly more likely to report elevated symptoms at post-treatment or to drop out. The results indicate that young individuals with BPD do not benefit more from therapy with less experienced psychotherapists, either in terms of symptom reduction or treatment dropout.","text/15b.html_decision1",79,3061,5,6,3855,79,1990,0,1150,36652,NA
8,12,72,2,1,"significant","Antenatal Depressive Symptoms Predict Postnatal Depersonalization/Derealization Symptoms","Around one fifth of all pregnant women in the US report antenatal depressive symptoms (ADS). A recent study on the mental health of young mothers in Bolivia found that ADS predict not only postnatal depression but also postnatal depersonalization/derealization symptoms (PDDS). The present study investigated whether ADS also predict PDDS in mothers in the US. Therefore, we conducted a prospective survey study with 124 pregnant women in San Diego County, CA, and in Minneapolis, MN. Participants were recruited in week 20 of pregnancy. ADS were measured using the Beck Depression Inventory (BDI). Six months after hospital discharge, participants completed a self-report questionnaire for PDDS using the Dissociative Experiences Scale (DES). 20.1% of the women reported ADS above the cut-off (BDI score ≥ 18) and 7.4% reported having dissociative experiences in the six months after birth (DES score ≥ 20). ADS scores significantly predicted PDDS, with higher ADS scores indicating higher PDDS scores. Consistent with findings in Bolivian mothers, the present findings in American mothers suggest that ADS might be a relevant etiological factor for PDDS.","text/2a.html_decision1",85,3263,5,6,2415,90,3798,0,1142,27599,NA
8,13,78,12,1,"significant","Efficacy of Behavioral Activation Depending on Age in Generalized Anxiety Disorder","Generalized anxiety disorder (GAD) is one of the most prevalent mental illnesses worldwide. Behavioral activation (BA), as a third-wave behavioral therapy, is consistently found to be an efficacious treatment option for major depressive disorder (MDD). In addition to its role in treating MDD, BA may be beneficial in terms of alleviating anxiety in GAD. However, little is known about whether BA reduces anxiety across the lifespan, as BA shows a high age-sensitive efficacy in patients with MDD, with younger patients benefiting more from BA compared to older patients. Therefore, the present study analyzed whether age is associated with the efficacy of BA regarding anxiety reduction. The sample comprised 163 individuals with GAD, who participated at two measurement time points (baseline and 6-month follow-up). The mean age was 39.3 years (SD = 9.7) and age was normally distributed. GAD symptom severity was examined using the Generalized Anxiety Disorder Scale-7 (GAD-7). GAD-7 scores were significantly reduced at follow-up. Furthermore, the effect of BA on symptom reduction was significantly associated with age, with younger patients benefiting more from BA than older patients. Our findings suggest that BA is also relevant for GAD. Moreover, comparable to depression, younger people show stronger effects of BA in GAD.","text/12a.html_decision1",89,4463,5,6,2559,89,2678,0,990,27241,NA
8,14,84,9,1,"significant","Behavioral Activation and Working Memory Capacity in MDD","Several studies have documented positive effects of behavioral activation therapy (BAT) on stress reduction in persons with major depressive disorder (MDD). Two recent studies reported that the efficacy of BAT in terms of stress reduction was mediated by fluid intelligence. However, a neuroscientific study suggested that this mediation might be attributable to a shared functional area between stress regulation and working memory in the hypothalamus. Therefore, in this paper, we explored whether working memory capacity mediates the efficacy of BAT regarding stress reduction in 145 individuals diagnosed with MDD. At baseline, we assessed working memory capacity using an n-back task (2/3-back) and fluid intelligence using the Culture Fair Intelligence Test (CFIT). Stress was assessed using the Perceived Stress Scale (PSS-10) at baseline and after 14 weekly sessions of BAT. A SEM model was estimated to evaluate mediation. In our SEM model, significant stress reduction after BAT was significantly mediated by working memory capacity but not by fluid intelligence. The findings demonstrate that the efficacy of BAT regarding stress reduction is mediated by working memory capacity but not by other aspects of fluid intelligence, possibly indicating a shared functional area between stress regulation and working memory.","text/9a.html_decision1",70,4023,2,3,3887,60,4310,0,1078,72971,NA
8,15,90,10,1,"significant","Polygenic Risk Scores and Heart Rate during Exposure in Patients with Agoraphobia","Polygenic risk scores (PRS) describe individual risks for specific diseases based on genetic information from multiple loci. Previous studies suggest that PRS may predict differences in the physiological activation of individuals with agoraphobia. In this study, we examined whether the possibility to predict affected individuals’ heart rate by their PRS depends on the type of exposure trial. We postulated that PRS would predict heart rate within in-vivo as well as in-virtuo trials. Data were analyzed from 132 individuals diagnosed with agoraphobia who underwent either in-vivo (N = 63) or in-virtuo (N = 69) exposure. As assumed, heart rate was significantly predicted by PRS in both treatment groups. The results of this study suggest that PRS not only provide useful diagnostic information for an individual’s risk of agoraphobia, but that their usefulness in predicting physiological reactions is stable across different exposure settings.","text/10a.html_decision1",81,2543,4,5,2664,79,5877,0,1118,16774,NA
8,16,96,4,0,"non-significant","Therapists’ Empathy and Symptom Severity Bias in the First Therapy Session","A recent study on panic disorder found that patients rated their own symptoms as significantly lower when the study therapist showed low empathy, as compared to high empathy, in the first therapy session. The present observational study investigated whether study therapists’ empathy also predicts symptom severity in individuals diagnosed with major depression (MD). A total of 153 individuals diagnosed with MD completed the Beck Depression Inventory during the first therapy session. Empathy in the 56 responsible study therapists was measured using the Toronto Empathy Questionnaire (TEQ). The therapists’ TEQ scores did not significantly predict patients’ BDI scores during first therapy session. Patients with low-empathy therapists reported symptom levels comparable to patients with high-empathy therapists. The findings demonstrate that baseline measures of symptom severity in MD might not be biased by  lack of empathy of the study therapist.","text/4b.html_decision1",74,21214,4,5,3719,68,5214,0,982,33273,NA
9,1,5,11,1,"significant","Socioeconomic Adaptation Theory of Rehabilitation in Schizophrenia","According to the Socioeconomic Adaptation Theory of Rehabilitation (SAToR), individuals with higher socioeconomic status (SES) tend to benefit more from psychiatric rehabilitation than individuals with lower SES. In line with the SAToR, we hypothesized that higher SES is associated with a greater reduction in symptom severity in patients with schizophrenia. We conducted an observational study over the course of a 12-month rehabilitation program, encompassing 146 participants with schizophrenia who were newly admitted to a psychiatric rehabilitation clinic. Symptom severity was measured using the Positive and Negative Syndrome Scale (PANSS). A longitudinal multilevel model was computed to predict rates of change in symptom severity. In line with our hypothesis, symptom change was significantly predicted by SES. This finding suggests that consistent with the SAToR, individuals with higher socioeconomic status (SES) tend to benefit more from rehabilitation of schizophrenia than individuals with lower SES.","text/11a.html_decision1",30,5382,2,3,6366,30,21608,0,16150,42747,NA
9,2,11,10,1,"significant","Polygenic Risk Scores and Heart Rate during Exposure in Patients with Agoraphobia","Polygenic risk scores (PRS) describe individual risks for specific diseases based on genetic information from multiple loci. Previous studies suggest that PRS may predict differences in the physiological activation of individuals with agoraphobia. In this study, we examined whether the possibility to predict affected individuals’ heart rate by their PRS depends on the type of exposure trial. We postulated that PRS would predict heart rate within in-vivo as well as in-virtuo trials. Data were analyzed from 132 individuals diagnosed with agoraphobia who underwent either in-vivo (N = 63) or in-virtuo (N = 69) exposure. As assumed, heart rate was significantly predicted by PRS in both treatment groups. The results of this study suggest that PRS not only provide useful diagnostic information for an individual’s risk of agoraphobia, but that their usefulness in predicting physiological reactions is stable across different exposure settings.","text/10a.html_decision1",10,4966,4,5,2820,9,2452,0,3779,42722,NA
9,3,17,13,1,"significant","Deficits in Defensive Reactivity and QoL in Antisocial Personality Disorder","There is growing evidence of deficits in defensive reactivity (indexed by the startle blink reflex) in individuals diagnosed with antisocial personality disorder (ASPD). However, to date, no study has examined the role of defensive reactivity in the quality of life (QoL) of individuals with ASPD. In the current study, we therefore explored whether the startle blink reflex is negatively associated with QoL in 143 individuals diagnosed with ASPD. Defensive reactivity was measured using a fear-potentiated startle reflex test. To assess QoL, participants completed the Short Form (36) Health Survey (SF-36). Startle blink reflex potentiation deficits during aversive picture viewing were common in the sample (62.3%). Blink reflex potentiation was negatively and significantly associated with QoL. In sum, these findings provide clear evidence that deficits in defensive reactivity are linked to poor QoL in ASPD.","text/13a.html_decision1",18,2730,4,5,3357,19,3327,1,2509,54312,10662
